Run,Assay Type,BioProject,BioSample,Center Name,common_name,Consent,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Submitter_Id,Title,population,collection_year,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region
ERR5095545,RAD-Seq,PRJEB42417,SAMEA7805970,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901293,SAMEA7805970,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:27Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7805970,14_l2_sample_201404RG0CT--PNRx79,ERS5553221,ERP126269,14_l2_sample_201404RG0CT--PNRx79,14_l2_sample_201404RG0CT--PNRx79,CTPN,2014,87,82341606,49139959,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public"
ERR5095546,RAD-Seq,PRJEB42417,SAMEA7806251,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901294,SAMEA7806251,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806251,14_l2_sample_201404RG0OH---PRx25,ERS5553502,ERP126269,14_l2_sample_201404RG0OH---PRx25,14_l2_sample_201404RG0OH---PRx25,OHPR,2014,90,5503864,3365216,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1"
ERR5095547,RAD-Seq,PRJEB42417,SAMEA7806252,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901295,SAMEA7806252,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806252,14_l2_sample_201404RG0OH---PRx31,ERS5553503,ERP126269,14_l2_sample_201404RG0OH---PRx31,14_l2_sample_201404RG0OH---PRx31,OHPR,2014,90,5174431,3150930,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1"
ERR5095548,RAD-Seq,PRJEB42417,SAMEA7806248,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901296,SAMEA7806248,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806248,14_l2_sample_201404RG0OH---PRx16,ERS5553499,ERP126269,14_l2_sample_201404RG0OH---PRx16,14_l2_sample_201404RG0OH---PRx16,OHPR,2014,88,15926362,9454175,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US"
ERR5095549,RAD-Seq,PRJEB42417,SAMEA7805978,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901297,SAMEA7805978,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:27Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7805978,14_l2_sample_201404RG0CT--PNRxx4,ERS5553229,ERP126269,14_l2_sample_201404RG0CT--PNRxx4,14_l2_sample_201404RG0CT--PNRxx4,CTPN,2014,87,80241800,46880488,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public"
ERR5095550,RAD-Seq,PRJEB42417,SAMEA7806272,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901298,SAMEA7806272,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806272,14_l3_sample_201403RG1MD--TCRx31,ERS5553523,ERP126269,14_l3_sample_201403RG1MD--TCRx31,14_l3_sample_201403RG1MD--TCRx31,MDTC,2014,86,603,80557,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5095551,RAD-Seq,PRJEB42417,SAMEA7806242,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901299,SAMEA7806242,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806242,14_l2_sample_201404RG0NY--CSHxx1,ERS5553493,ERP126269,14_l2_sample_201404RG0NY--CSHxx1,14_l2_sample_201404RG0NY--CSHxx1,NYCS,2014,89,24379077,14574294,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public"
ERR5095552,RAD-Seq,PRJEB42417,SAMEA7806271,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901300,SAMEA7806271,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806271,14_l3_sample_201403RG1MD--TCRx312,ERS5553522,ERP126269,14_l3_sample_201403RG1MD--TCRx312,14_l3_sample_201403RG1MD--TCRx312,MDTC,2014,87,2540,82052,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US"
ERR5095553,RAD-Seq,PRJEB42417,SAMEA7806274,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901301,SAMEA7806274,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806274,14_l3_sample_201403RG1NC--ARSx32,ERS5553525,ERP126269,14_l3_sample_201403RG1NC--ARSx32,14_l3_sample_201403RG1NC--ARSx32,NCAR,2014,88,880,31024,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public"
ERR5095554,RAD-Seq,PRJEB42417,SAMEA7806273,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901302,SAMEA7806273,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806273,14_l3_sample_201403RG1MD--TCRx32,ERS5553524,ERP126269,14_l3_sample_201403RG1MD--TCRx32,14_l3_sample_201403RG1MD--TCRx32,MDTC,2014,87,17947,92829,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1"
ERR5095555,RAD-Seq,PRJEB42417,SAMEA7806245,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901303,SAMEA7806245,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806245,14_l2_sample_201404RG0OH-MLNP111,ERS5553496,ERP126269,14_l2_sample_201404RG0OH-MLNP111,14_l2_sample_201404RG0OH-MLNP111,OHML,2014,88,10759176,6403947,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5095556,RAD-Seq,PRJEB42417,SAMEA7806275,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901304,SAMEA7806275,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806275,14_l3_sample_201403RG1NC--ARSx50,ERS5553526,ERP126269,14_l3_sample_201403RG1NC--ARSx50,14_l3_sample_201403RG1NC--ARSx50,NCAR,2014,87,1933,81369,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5095557,RAD-Seq,PRJEB42417,SAMEA7806277,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901305,SAMEA7806277,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806277,14_l3_sample_201403RG1NC--ARSxx9,ERS5553528,ERP126269,14_l3_sample_201403RG1NC--ARSxx9,14_l3_sample_201403RG1NC--ARSxx9,NCAR,2014,87,15621,90155,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public"
ERR5095558,RAD-Seq,PRJEB42417,SAMEA7806276,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901306,SAMEA7806276,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806276,14_l3_sample_201403RG1NC--ARSx51,ERS5553527,ERP126269,14_l3_sample_201403RG1NC--ARSx51,14_l3_sample_201403RG1NC--ARSx51,NCAR,2014,88,2552,33712,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1"
ERR5095559,RAD-Seq,PRJEB42417,SAMEA7806159,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901307,SAMEA7806159,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:21Z,2021-01-13T13:07:30Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806159,14_l2_sample_201404RG0MI-MUSKx88,ERS5553410,ERP126269,14_l2_sample_201404RG0MI-MUSKx88,14_l2_sample_201404RG0MI-MUSKx88,MIKE,2014,89,48485799,28805213,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1"
ERR5095560,RAD-Seq,PRJEB42417,SAMEA7805962,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901308,SAMEA7805962,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:27Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7805962,14_l2_sample_201404RG0CT--PNRx55,ERS5553213,ERP126269,14_l2_sample_201404RG0CT--PNRx55,14_l2_sample_201404RG0CT--PNRx55,CTPN,2014,87,78284197,46948472,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public"
ERR5095561,RAD-Seq,PRJEB42417,SAMEA7806285,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901309,SAMEA7806285,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806285,14_l3_sample_201404RG0CT---RPxx1,ERS5553536,ERP126269,14_l3_sample_201404RG0CT---RPxx1,14_l3_sample_201404RG0CT---RPxx1,CTRP,2014,88,22547,94623,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1"
ERR5095562,RAD-Seq,PRJEB42417,SAMEA7806261,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901310,SAMEA7806261,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806261,14_l2_sample_201404RG0OH---PRxx4,ERS5553512,ERP126269,14_l2_sample_201404RG0OH---PRxx4,14_l2_sample_201404RG0OH---PRxx4,OHPR,2014,90,9243708,5693929,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1"
ERR5095563,RAD-Seq,PRJEB42417,SAMEA7805941,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901311,SAMEA7805941,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:27Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7805941,14_l2_sample_201404RG0CT--PNR118,ERS5553192,ERP126269,14_l2_sample_201404RG0CT--PNR118,14_l2_sample_201404RG0CT--PNR118,CTPN,2014,87,99636533,58733471,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US"
ERR5095564,RAD-Seq,PRJEB42417,SAMEA7806230,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901312,SAMEA7806230,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:31Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806230,14_l2_sample_201404RG0NY---BGx31,ERS5553481,ERP126269,14_l2_sample_201404RG0NY---BGx31,14_l2_sample_201404RG0NY---BGx31,NYBG,2014,88,35444549,21097997,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1"
ERR5095565,RAD-Seq,PRJEB42417,SAMEA7805950,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901313,SAMEA7805950,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:27Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7805950,14_l2_sample_201404RG0CT--PNRx19,ERS5553201,ERP126269,14_l2_sample_201404RG0CT--PNRx19,14_l2_sample_201404RG0CT--PNRx19,CTPN,2014,87,86907361,50558795,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public"
ERR5095566,RAD-Seq,PRJEB42417,SAMEA7806222,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901314,SAMEA7806222,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:31Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806222,14_l2_sample_201404RG0NY---BG205,ERS5553473,ERP126269,14_l2_sample_201404RG0NY---BG205,14_l2_sample_201404RG0NY---BG205,NYBG,2014,88,26282994,15783949,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US"
ERR5095567,RAD-Seq,PRJEB42417,SAMEA7806176,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901315,SAMEA7806176,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:21Z,2021-01-13T13:07:31Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806176,14_l2_sample_201404RG0MISJCJTx55,ERS5553427,ERP126269,14_l2_sample_201404RG0MISJCJTx55,14_l2_sample_201404RG0MISJCJTx55,MISJ,2014,89,42409677,25251462,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5095568,RAD-Seq,PRJEB42417,SAMEA7806220,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901316,SAMEA7806220,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:31Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806220,14_l2_sample_201404RG0NY---BG190,ERS5553471,ERP126269,14_l2_sample_201404RG0NY---BG190,14_l2_sample_201404RG0NY---BG190,NYBG,2014,88,32034578,18973274,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1"
ERR5095571,RAD-Seq,PRJEB42417,SAMEA7806243,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901319,SAMEA7806243,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806243,14_l2_sample_201404RG0NY--CSHxx2,ERS5553494,ERP126269,14_l2_sample_201404RG0NY--CSHxx2,14_l2_sample_201404RG0NY--CSHxx2,NYCS,2014,89,17544688,10690344,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5095572,RAD-Seq,PRJEB42417,SAMEA7806067,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901320,SAMEA7806067,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:25Z,2021-01-13T13:07:29Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806067,14_l2_sample_201404RG0MD---SRx25,ERS5553318,ERP126269,14_l2_sample_201404RG0MD---SRx25,14_l2_sample_201404RG0MD---SRx25,MDSR,2014,87,96627339,56778816,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public"
ERR5095575,RAD-Seq,PRJEB42417,SAMEA7806108,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901323,SAMEA7806108,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:25Z,2021-01-13T13:07:29Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806108,14_l2_sample_201404RG0MIFCHSPxx1,ERS5553359,ERP126269,14_l2_sample_201404RG0MIFCHSPxx1,14_l2_sample_201404RG0MIFCHSPxx1,MIFC,2014,89,78334693,47290938,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1"
ERR5095578,RAD-Seq,PRJEB42417,SAMEA7805957,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901326,SAMEA7805957,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:23Z,2021-01-13T13:07:27Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7805957,14_l2_sample_201404RG0CT--PNRx40,ERS5553208,ERP126269,14_l2_sample_201404RG0CT--PNRx40,14_l2_sample_201404RG0CT--PNRx40,CTPN,2014,87,94958005,56016276,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5095579,RAD-Seq,PRJEB42417,SAMEA7806309,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901327,SAMEA7806309,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:24Z,2021-01-13T13:07:33Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806309,14_l3_sample_201404RG0IN-THRRx28,ERS5553560,ERP126269,14_l3_sample_201404RG0IN-THRRx28,14_l3_sample_201404RG0IN-THRRx28,INTH,2014,88,38668,104510,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US"
ERR5095580,RAD-Seq,PRJEB42417,SAMEA7805947,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901328,SAMEA7805947,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:27Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7805947,14_l2_sample_201404RG0CT--PNRx10,ERS5553198,ERP126269,14_l2_sample_201404RG0CT--PNRx10,14_l2_sample_201404RG0CT--PNRx10,CTPN,2014,87,86902418,50770864,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US"
ERR5095581,RAD-Seq,PRJEB42417,SAMEA7806244,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,thale cress,public,2021-01-14,2021-01-14,2021-01-14,2021-01-13,ERX4901329,SAMEA7806244,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,2021-01-14T17:19:22Z,2021-01-13T13:07:32Z,public,Illumina HiSeq 3000,SINGLE,Reduced Representation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-31T00:00:00Z,SAMEA7806244,14_l2_sample_201404RG0OH-MLNP109,ERS5553495,ERP126269,14_l2_sample_201404RG0OH-MLNP109,14_l2_sample_201404RG0OH-MLNP109,OHML,2014,88,28254130,16730251,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
