study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	study_alias	run_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJEB35573	ERP118645	SAMEA6249057	ERS4048722	ERX3676103	ERR3686499	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 10 shoot 0 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/009/ERR3686499/ERR3686499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/009/ERR3686499/ERR3686499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686499/P30.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686499/P30.R2.fq.gz		P30	A.halleri Wall 10 shoot control
PRJEB35573	ERP118645	SAMEA6249058	ERS4048723	ERX3676104	ERR3686500	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 05 shoot 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-31	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/000/ERR3686500/ERR3686500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/000/ERR3686500/ERR3686500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686500/P31.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686500/P31.R2.fq.gz		P31	A.halleri Noss 05 shoot Cd treatment
PRJEB35573	ERP118645	SAMEA6249059	ERS4048724	ERX3676105	ERR3686501	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 10 shoot 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/001/ERR3686501/ERR3686501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/001/ERR3686501/ERR3686501_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686501/P32.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686501/P32.R2.fq.gz		P32	A.halleri Noss 10 shoot Cd treatment
PRJEB35573	ERP118645	SAMEA6249060	ERS4048725	ERX3676106	ERR3686502	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 05 shoot 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-33	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/002/ERR3686502/ERR3686502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/002/ERR3686502/ERR3686502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686502/P33.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686502/P33.R2.fq.gz		P33	A.halleri Pais 05 shoot Cd treatment
PRJEB35573	ERP118645	SAMEA6249061	ERS4048726	ERX3676107	ERR3686503	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 09 shoot 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/003/ERR3686503/ERR3686503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/003/ERR3686503/ERR3686503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686503/P34.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686503/P34.R2.fq.gz		P34	A.halleri Pais 09 shoot Cd treatment
PRJEB35573	ERP118645	SAMEA6249062	ERS4048727	ERX3676108	ERR3686504	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 07 shoot 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-35	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/004/ERR3686504/ERR3686504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/004/ERR3686504/ERR3686504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686504/P35.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686504/P35.R2.fq.gz		P35	A.halleri Wall 07 shoot Cd treeatment
PRJEB35573	ERP118645	SAMEA6249063	ERS4048728	ERX3676109	ERR3686505	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 10 shoot 2 �M CdSO4 R3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-36	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/005/ERR3686505/ERR3686505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/005/ERR3686505/ERR3686505_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686505/P36.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686505/P36.R2.fq.gz		P36	A.halleri Wall 10 shoot Cd treatment
PRJEB35573	ERP118645	SAMEA6249064	ERS4048729	ERX3676110	ERR3686506	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 05 root 0 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-37	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/006/ERR3686506/ERR3686506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/006/ERR3686506/ERR3686506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686506/P37.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686506/P37.R2.fq.gz		P37	A.halleri Noss 05 root control
PRJEB35573	ERP118645	SAMEA6249065	ERS4048730	ERX3676111	ERR3686507	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 10 root 0 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-38	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/007/ERR3686507/ERR3686507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/007/ERR3686507/ERR3686507_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686507/P38.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686507/P38.R2.fq.gz		P38	A.halleri Noss 10 root control
PRJEB35573	ERP118645	SAMEA6249066	ERS4048731	ERX3676112	ERR3686508	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 05 root 0 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-39	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/008/ERR3686508/ERR3686508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/008/ERR3686508/ERR3686508_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686508/P39.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686508/P39.R2.fq.gz		P39	A.halleri Pais 05 root control
PRJEB35573	ERP118645	SAMEA6249067	ERS4048732	ERX3676113	ERR3686509	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 09 root 0 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-40	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/009/ERR3686509/ERR3686509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/009/ERR3686509/ERR3686509_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686509/P40.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686509/P40.R2.fq.gz		P40	A.halleri Pais 09 root control
PRJEB35573	ERP118645	SAMEA6249068	ERS4048733	ERX3676114	ERR3686510	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 07 root 0 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-41	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/000/ERR3686510/ERR3686510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/000/ERR3686510/ERR3686510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686510/P41.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686510/P41.R2.fq.gz		P41	A.halleri Wall 07 root control
PRJEB35573	ERP118645	SAMEA6249069	ERS4048734	ERX3676115	ERR3686511	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 10 root 0 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-42	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/001/ERR3686511/ERR3686511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/001/ERR3686511/ERR3686511_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686511/P42.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686511/P42.R2.fq.gz		P42	A.halleri Wall 10 root control
PRJEB35573	ERP118645	SAMEA6249070	ERS4048735	ERX3676116	ERR3686512	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 05 root 2 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-43	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/002/ERR3686512/ERR3686512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/002/ERR3686512/ERR3686512_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686512/P43.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686512/P43.R2.fq.gz		P43	A.halleri Noss 05 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249071	ERS4048736	ERX3676117	ERR3686513	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 10 root 2 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-44	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/003/ERR3686513/ERR3686513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/003/ERR3686513/ERR3686513_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686513/P44.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686513/P44.R2.fq.gz		P44	A.halleri Noss 10 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249072	ERS4048737	ERX3676118	ERR3686514	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 05 root 2 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-45	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/004/ERR3686514/ERR3686514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/004/ERR3686514/ERR3686514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686514/P45.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686514/P45.R2.fq.gz		P45	A.halleri Pais 05 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249073	ERS4048738	ERX3676119	ERR3686515	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 09 root 2 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-46	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/005/ERR3686515/ERR3686515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/005/ERR3686515/ERR3686515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686515/P46.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686515/P46.R2.fq.gz		P46	A.halleri Pais 09 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249074	ERS4048739	ERX3676120	ERR3686516	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 07 root 2 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:607-47	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/006/ERR3686516/ERR3686516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/006/ERR3686516/ERR3686516_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686516/P47.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686516/P47.R2.fq.gz		P47	A.halleri Wall 07 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249075	ERS4048740	ERX3676121	ERR3686517	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 10 root 2 �M CdSO4 R1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-48	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/007/ERR3686517/ERR3686517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/007/ERR3686517/ERR3686517_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686517/P48.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686517/P48.R2.fq.gz		P48	A.halleri Wall 10 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249076	ERS4048741	ERX3676122	ERR3686518	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 05 root 0 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-49	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/008/ERR3686518/ERR3686518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/008/ERR3686518/ERR3686518_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686518/P49.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686518/P49.R2.fq.gz		P49	A.halleri Noss 05 root control
PRJEB35573	ERP118645	SAMEA6249077	ERS4048742	ERX3676123	ERR3686519	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 10 root 0 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-50	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/009/ERR3686519/ERR3686519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/009/ERR3686519/ERR3686519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686519/P50.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686519/P50.R2.fq.gz		P50	A.halleri Noss 10 root control
PRJEB35573	ERP118645	SAMEA6249078	ERS4048743	ERX3676124	ERR3686520	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 05 root 0 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-51	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/000/ERR3686520/ERR3686520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/000/ERR3686520/ERR3686520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686520/P51.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686520/P51.R2.fq.gz		P51	A.halleri Pais 05 root control
PRJEB35573	ERP118645	SAMEA6249079	ERS4048744	ERX3676125	ERR3686521	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 09 root 0 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-52	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/001/ERR3686521/ERR3686521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/001/ERR3686521/ERR3686521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686521/P52.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686521/P52.R2.fq.gz		P52	A.halleri Pais 09 root control
PRJEB35573	ERP118645	SAMEA6249080	ERS4048745	ERX3676126	ERR3686522	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 07 root 0 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-53	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/002/ERR3686522/ERR3686522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/002/ERR3686522/ERR3686522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686522/P53.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686522/P53.R2.fq.gz		P53	A.halleri Wall 07 root control
PRJEB35573	ERP118645	SAMEA6249081	ERS4048746	ERX3676127	ERR3686523	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 10 root 0 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-54	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/003/ERR3686523/ERR3686523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/003/ERR3686523/ERR3686523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686523/P54.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686523/P54.R2.fq.gz		P54	A.halleri Wall 10 root control
PRJEB35573	ERP118645	SAMEA6249082	ERS4048747	ERX3676128	ERR3686524	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 05 root 2 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-55	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/004/ERR3686524/ERR3686524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/004/ERR3686524/ERR3686524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686524/P55.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686524/P55.R2.fq.gz		P55	A.halleri Noss 05 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249083	ERS4048748	ERX3676129	ERR3686525	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Noss 10 root 2 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-56	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/005/ERR3686525/ERR3686525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/005/ERR3686525/ERR3686525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686525/P56.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686525/P56.R2.fq.gz		P56	A.halleri Noss 10 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249084	ERS4048749	ERX3676130	ERR3686526	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 05 root 2 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-57	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/006/ERR3686526/ERR3686526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/006/ERR3686526/ERR3686526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686526/P57.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686526/P57.R2.fq.gz		P57	A.halleri Pais 05 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249085	ERS4048750	ERX3676131	ERR3686527	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Pais 09 root 2 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-58	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/007/ERR3686527/ERR3686527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/007/ERR3686527/ERR3686527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686527/P58.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686527/P58.R2.fq.gz		P58	A.halleri Pais 09 root Cd treatment
PRJEB35573	ERP118645	SAMEA6249086	ERS4048751	ERX3676132	ERR3686528	ERA2300626	81971	Arabidopsis halleri subsp. halleri	ILLUMINA	Illumina NovaSeq 6000	A.halleri Wall 07 root 2 �M CdSO4 R2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	ena-STUDY-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:58:606-829	ena-RUN-RUHR-UNIVERSITY BOCHUM-27-11-2019-13:11:19:608-59	ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/008/ERR3686528/ERR3686528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/008/ERR3686528/ERR3686528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686528/P59.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR368/ERR3686528/P59.R2.fq.gz		P59	A.halleri Wall 07 root Cd treeatment
