Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Submitter_Id,Title,sub_species,common_name
ERR3014213,WGS,292,1728750668,PRJEB30473,SAMEA5190292,843621394,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016665,SAMEA5190292,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,42.42 N 87.8 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190292,Alyrl_07_IL2_20,ERS2997786,ERP112933,Alyrl_07_IL2_20,Alyrl_07_IL2_20,lyrata,
ERR3014214,WGS,292,1892992200,PRJEB30473,SAMEA5190292,947547509,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016666,SAMEA5190292,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,42.42 N 87.8 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190292,Alyrl_07_IL2_20,ERS2997786,ERP112933,Alyrl_07_IL2_20,Alyrl_07_IL2_20,lyrata,
ERR3014215,WGS,292,1691292032,PRJEB30473,SAMEA5190293,841527114,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016667,SAMEA5190293,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,42.7 N 86.2 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190293,Alyrl_07_MI1_10,ERS2997787,ERP112933,Alyrl_07_MI1_10,Alyrl_07_MI1_10,lyrata,
ERR3014216,WGS,292,1852808328,PRJEB30473,SAMEA5190293,940475797,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016668,SAMEA5190293,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,42.7 N 86.2 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190293,Alyrl_07_MI1_10,ERS2997787,ERP112933,Alyrl_07_MI1_10,Alyrl_07_MI1_10,lyrata,
ERR3014217,WGS,292,1973866272,PRJEB30473,SAMEA5190294,997877329,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016669,SAMEA5190294,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,42.7 N 86.2 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190294,Alyrl_07_MI1_12,ERS2997788,ERP112933,Alyrl_07_MI1_12,Alyrl_07_MI1_12,lyrata,
ERR3014218,WGS,292,2145631768,PRJEB30473,SAMEA5190294,1087727011,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016670,SAMEA5190294,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,42.7 N 86.2 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190294,Alyrl_07_MI1_12,ERS2997788,ERP112933,Alyrl_07_MI1_12,Alyrl_07_MI1_12,lyrata,
ERR3014219,WGS,292,1431089956,PRJEB30473,SAMEA5190295,707518929,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016671,SAMEA5190295,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,44.01 N 86.48 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190295,Alyrl_07_MI2_06,ERS2997789,ERP112933,Alyrl_07_MI2_06,Alyrl_07_MI2_06,lyrata,
ERR3014220,WGS,292,1815824484,PRJEB30473,SAMEA5190295,925649339,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016672,SAMEA5190295,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,44.01 N 86.48 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190295,Alyrl_07_MI2_06,ERS2997789,ERP112933,Alyrl_07_MI2_06,Alyrl_07_MI2_06,lyrata,
ERR3014221,WGS,292,1737275900,PRJEB30473,SAMEA5190296,861107187,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016673,SAMEA5190296,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,44.01 N 86.48 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190296,Alyrl_07_MI2_29,ERS2997790,ERP112933,Alyrl_07_MI2_29,Alyrl_07_MI2_29,lyrata,
ERR3014222,WGS,292,1911525440,PRJEB30473,SAMEA5190296,966268662,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016674,SAMEA5190296,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,44.01 N 86.48 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190296,Alyrl_07_MI2_29,ERS2997790,ERP112933,Alyrl_07_MI2_29,Alyrl_07_MI2_29,lyrata,
ERR3014223,WGS,292,1642463500,PRJEB30473,SAMEA5190297,821737896,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016675,SAMEA5190297,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.75 N 85.5 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190297,Alyrl_07_MI3_08a,ERS2997791,ERP112933,Alyrl_07_MI3_08a,Alyrl_07_MI3_08a,lyrata,
ERR3014224,WGS,292,1788856824,PRJEB30473,SAMEA5190297,905328861,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016676,SAMEA5190297,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.75 N 85.5 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190297,Alyrl_07_MI3_08a,ERS2997791,ERP112933,Alyrl_07_MI3_08a,Alyrl_07_MI3_08a,lyrata,
ERR3014225,WGS,292,1637326636,PRJEB30473,SAMEA5190298,816314690,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016677,SAMEA5190298,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.75 N 85.5 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190298,Alyrl_07_MI3_24,ERS2997792,ERP112933,Alyrl_07_MI3_24,Alyrl_07_MI3_24,lyrata,
ERR3014226,WGS,292,1796539344,PRJEB30473,SAMEA5190298,909503410,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016678,SAMEA5190298,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,45.75 N 85.5 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190298,Alyrl_07_MI3_24,ERS2997792,ERP112933,Alyrl_07_MI3_24,Alyrl_07_MI3_24,lyrata,
ERR3014227,WGS,292,1460258128,PRJEB30473,SAMEA5190299,743985241,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016679,SAMEA5190299,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.67 N 86.02 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190299,Alyrl_07_MI4_07,ERS2997793,ERP112933,Alyrl_07_MI4_07,Alyrl_07_MI4_07,lyrata,
ERR3014228,WGS,292,1786210428,PRJEB30473,SAMEA5190299,935389605,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016680,SAMEA5190299,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.67 N 86.02 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190299,Alyrl_07_MI4_07,ERS2997793,ERP112933,Alyrl_07_MI4_07,Alyrl_07_MI4_07,lyrata,
ERR3014229,WGS,292,1346349512,PRJEB30473,SAMEA5190300,683926425,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016681,SAMEA5190300,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.67 N 86.02 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190300,Alyrl_07_MI4_32,ERS2997794,ERP112933,Alyrl_07_MI4_32,Alyrl_07_MI4_32,lyrata,
ERR3014230,WGS,292,2008786844,PRJEB30473,SAMEA5190300,1023052820,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016682,SAMEA5190300,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.67 N 86.02 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190300,Alyrl_07_MI4_32,ERS2997794,ERP112933,Alyrl_07_MI4_32,Alyrl_07_MI4_32,lyrata,
ERR3014231,WGS,292,1554853280,PRJEB30473,SAMEA5190301,768450771,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016683,SAMEA5190301,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.73 N 90.81 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190301,Alyrl_07_WI3_18,ERS2997795,ERP112933,Alyrl_07_WI3_18,Alyrl_07_WI3_18,lyrata,
ERR3014232,WGS,292,1686771288,PRJEB30473,SAMEA5190301,850680846,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016684,SAMEA5190301,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.73 N 90.81 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190301,Alyrl_07_WI3_18,ERS2997795,ERP112933,Alyrl_07_WI3_18,Alyrl_07_WI3_18,lyrata,
ERR3014233,WGS,292,1571763292,PRJEB30473,SAMEA5190302,774074923,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016685,SAMEA5190302,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.73 N 90.81 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190302,Alyrl_07_WI3_26,ERS2997796,ERP112933,Alyrl_07_WI3_26,Alyrl_07_WI3_26,lyrata,
ERR3014234,WGS,292,1734847044,PRJEB30473,SAMEA5190302,877772709,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016686,SAMEA5190302,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,46.73 N 90.81 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190302,Alyrl_07_WI3_26,ERS2997796,ERP112933,Alyrl_07_WI3_26,Alyrl_07_WI3_26,lyrata,
ERR3014235,WGS,292,1563537068,PRJEB30473,SAMEA5190303,774753791,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016687,SAMEA5190303,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,47.38 N 87.96 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190303,Alyrl_07_MI5_02,ERS2997797,ERP112933,Alyrl_07_MI5_02,Alyrl_07_MI5_02,lyrata,
ERR3014236,WGS,292,1706649188,PRJEB30473,SAMEA5190303,858244573,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016688,SAMEA5190303,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,47.38 N 87.96 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190303,Alyrl_07_MI5_02,ERS2997797,ERP112933,Alyrl_07_MI5_02,Alyrl_07_MI5_02,lyrata,
ERR3014237,WGS,292,1603155044,PRJEB30473,SAMEA5190304,782438933,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016689,SAMEA5190304,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,47.38 N 87.96 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190304,Alyrl_07_MI5_17,ERS2997798,ERP112933,Alyrl_07_MI5_17,Alyrl_07_MI5_17,lyrata,
ERR3014238,WGS,292,1758304572,PRJEB30473,SAMEA5190304,872093581,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016690,SAMEA5190304,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,47.38 N 87.96 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190304,Alyrl_07_MI5_17,ERS2997798,ERP112933,Alyrl_07_MI5_17,Alyrl_07_MI5_17,lyrata,
ERR3014239,WGS,292,1777078712,PRJEB30473,SAMEA5190305,893100982,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016691,SAMEA5190305,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.16 N 88.45 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190305,Alyrl_07_MI6_11,ERS2997799,ERP112933,Alyrl_07_MI6_11,Alyrl_07_MI6_11,lyrata,
ERR3014240,WGS,292,1929797048,PRJEB30473,SAMEA5190305,969967518,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016692,SAMEA5190305,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.16 N 88.45 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190305,Alyrl_07_MI6_11,ERS2997799,ERP112933,Alyrl_07_MI6_11,Alyrl_07_MI6_11,lyrata,
ERR3014241,WGS,292,1602269408,PRJEB30473,SAMEA5190306,789263540,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016693,SAMEA5190306,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.16 N 88.45 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190306,Alyrl_07_MI6_34,ERS2997800,ERP112933,Alyrl_07_MI6_34,Alyrl_07_MI6_34,lyrata,
ERR3014242,WGS,292,1732891228,PRJEB30473,SAMEA5190306,867924533,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016694,SAMEA5190306,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,48.16 N 88.45 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190306,Alyrl_07_MI6_34,ERS2997800,ERP112933,Alyrl_07_MI6_34,Alyrl_07_MI6_34,lyrata,
ERR3014243,WGS,292,1643343004,PRJEB30473,SAMEA5190307,807722702,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016695,SAMEA5190307,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,37.72 N 92.06 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190307,Alyrl_11_MO1_2,ERS2997801,ERP112933,Alyrl_11_MO1_2,Alyrl_11_MO1_2,lyrata,
ERR3014244,WGS,292,1783291304,PRJEB30473,SAMEA5190307,901813674,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016696,SAMEA5190307,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,37.72 N 92.06 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190307,Alyrl_11_MO1_2,ERS2997801,ERP112933,Alyrl_11_MO1_2,Alyrl_11_MO1_2,lyrata,
ERR3014245,WGS,292,1982064756,PRJEB30473,SAMEA5190308,1010449661,"DEPARTMENT OF ENVIRONMENTAL SCIENCES, UNIVERSITY O",public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2021-02-18,2020-12-18,2018-12-19,2018-12-19,ERX3016697,SAMEA5190308,USA,North America,USA,"Department of Environmental Sciences\, University of Basel","Department of Environmental Sciences\, University of Basel",2020-12-18T04:05:01Z,2018-12-19T10:53:57Z,public,Illumina HiSeq 2500,37.72 N 92.06 W,unspecified,PAIRED,RANDOM PCR,GENOMIC,Arabidopsis lyrata subsp. lyrata,ILLUMINA,2021-03-14T00:00:00Z,SAMEA5190308,Alyrl_11_MO1_40,ERS2997802,ERP112933,Alyrl_11_MO1_40,Alyrl_11_MO1_40,lyrata,
