bio_material	accession	center_name	collected_by	collection_date	collection_date_submitted	cultivar	ecotype	elevation	experiment_accession	experiment_alias	instrument_model	instrument_platform	lat	lon	location	library_strategy	library_source	library_selection	library_name	library_layout	nominal_length	project_name	run_accession	run_alias	sample_accession	sample_alias	sample_description	sample_title	sampling_site	scientific_name	study_accession	study_alias	study_title	sub_species	taxonomic_classification	tax_id	secondary_sample_accession	secondary_study_accession
	SAMN03703463	Gregor mendel Institute	F. Michling	2011-06-04	2011-06-04				SRX1039092	Seq22	Illumina HiSeq 2000	ILLUMINA	49.62	11.51	49.62 N 11.51 E	WGS	GENOMIC	RANDOM	Seq22	PAIRED			SRR2040790	Seq22_files	SAMN03703463	Alyratapetraea1	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945897	SRP058749
	SAMN03703464	Gregor mendel Institute	A. Guggisberg, G. Muir, R. Schmickl	2012-04-21	2012-04-21				SRX1039093	Seq23	Illumina HiSeq 2000	ILLUMINA	49.11	16.3	49.11 N 16.3 E	WGS	GENOMIC	RANDOM	Seq23	PAIRED			SRR2040791	Seq23_files	SAMN03703464	Alyratapetraea12	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945898	SRP058749
	SAMN03703465	Gregor mendel Institute							SRX1039094	Seq24	Illumina HiSeq 2000	ILLUMINA	62.64	17.96	62.64 N 17.96 E	WGS	GENOMIC	RANDOM	Seq24	PAIRED			SRR2040792	Seq24_files	SAMN03703465	Alyratapetraea18	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945896	SRP058749
	SAMN03703466	Gregor mendel Institute							SRX1039095	Seq25	Illumina HiSeq 2000	ILLUMINA	57.0	-3.11	57.0 N 3.11 W	WGS	GENOMIC	RANDOM	Seq25	PAIRED			SRR2040793	Seq25_files	SAMN03703466	Alyratapetraea19	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945858	SRP058749
	SAMN03703467	Gregor mendel Institute	M. A. Koch	2012-08-26	2012-08-26				SRX1039096	Seq26	Illumina HiSeq 2000	ILLUMINA	56.4	-4.81	56.4 N 4.81 W	WGS	GENOMIC	RANDOM	Seq26	PAIRED			SRR2040794	Seq26_files	SAMN03703467	Alyratapetraea20	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945856	SRP058749
	SAMN03703468	Gregor mendel Institute	O. Fedorenko	1905-07-03	1905-07-03				SRX1039097	Seq27	Illumina HiSeq 2000	ILLUMINA	62.9	34.41	62.9 N 34.41 E	WGS	GENOMIC	RANDOM	Seq27	PAIRED			SRR2040795	Seq27_files	SAMN03703468	Alyratapetraea21	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945859	SRP058749
	SAMN03703469	Gregor mendel Institute	O. Fedorenko	1905-07-03	1905-07-03				SRX1039098	Seq28	Illumina HiSeq 2000	ILLUMINA	62.9	34.41	62.9 N 34.41 E	WGS	GENOMIC	RANDOM	Seq28	PAIRED			SRR2040796	Seq28_files	SAMN03703469	Alyratapetraea22	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945855	SRP058749
	SAMN03703470	Gregor mendel Institute	A. Guggisberg, G. Muir, R. Schmickl	2012-04-18	2012-04-18				SRX1039099	Seq29	Illumina HiSeq 2000	ILLUMINA	47.91	15.97	47.91 N 15.97 E	WGS	GENOMIC	RANDOM	Seq29	PAIRED			SRR2040797	Seq29_files	SAMN03703470	Alyratapetraea3	This sample has been submitted by pda|polina_novikova on 2016-05-10; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-10; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945854	SRP058749
	SAMN03703471	Gregor mendel Institute	R. Schmickl	2011-05-22	2011-05-22				SRX1039100	Seq30	Illumina HiSeq 2000	ILLUMINA	49.73	12.99	49.73 N 12.99 E	WGS	GENOMIC	RANDOM	Seq30	PAIRED			SRR2040798	Seq30_files	SAMN03703471	Alyratapetraea9	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945895	SRP058749
	SAMN03703472	Gregor mendel Institute	F. Kolar, E. Zaveska, S. spaniel, M. Kolnik, K. Marhold	2012-08-01	2012-08-01				SRX1039101	Seq31	Illumina HiSeq 2000	ILLUMINA	49.22	20.21	49.22 N 20.21 E	WGS	GENOMIC	RANDOM	Seq31	PAIRED			SRR2040799	Seq31_files	SAMN03703472	Anitida1	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945894	SRP058749
	SAMN03703473	Gregor mendel Institute	F. Kolar, E. Zaveska, S. spaniel, M. Kolnik, K. Marhold	2012-07-31	2012-07-31				SRX1039102	Seq32	Illumina HiSeq 2000	ILLUMINA	49.25	19.75	49.25 N 19.75 E	WGS	GENOMIC	RANDOM	Seq32	PAIRED			SRR2040800	Seq32_files	SAMN03703473	Anitida2	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945893	SRP058749
	SAMN03703474	Gregor mendel Institute	M. M. Matschinger, R. Schmickl	2007-07-17	2007-07-17				SRX1039103	Seq33	Illumina HiSeq 2000	ILLUMINA	49.23	20.198	49.23 N 20.198 E	WGS	GENOMIC	RANDOM	Seq33	PAIRED			SRR2040801	Seq33_files	SAMN03703474	Anitida4	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945892	SRP058749
	SAMN03703475	Gregor mendel Institute	R. Schmickl						SRX1039104	Seq34	Illumina HiSeq 2000	ILLUMINA	44.71	7.15	44.71 N 7.15 E	WGS	GENOMIC	RANDOM	Seq34	PAIRED			SRR2040802	Seq34_files	SAMN03703475	Apedemontana1	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis pedemontana	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis pedemontana		Arabidopsis pedemontana	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			412662	SRS945857	SRP058749
	SAMN03703476	Gregor mendel Institute							SRX1039105	Seq35	Illumina HiSeq 2000	ILLUMINA	44.76	7.12	44.76 N 7.12 E	WGS	GENOMIC	RANDOM	Seq35	PAIRED			SRR2040803	Seq35_files	SAMN03703476	Apedemontana2	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis pedemontana	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis pedemontana		Arabidopsis pedemontana	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			412662	SRS945890	SRP058749
	SAMN03703477	Gregor mendel Institute	H. Solstad, R. Elven	2004-07-12	2004-07-12				SRX1039106	Seq36	Illumina HiSeq 2000	ILLUMINA	71.04	127.52	71.04 N 127.52 E	WGS	GENOMIC	RANDOM	Seq36	PAIRED			SRR2040804	Seq36_files	SAMN03703477	Apetraeaseptentrionalis1	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petraea subsp. septentrionalis	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petraea subsp. septentrionalis		Arabidopsis petraea subsp. septentrionalis	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		864766	SRS945891	SRP058749
	SAMN03703478	Gregor mendel Institute	I. G. Alsos, A. Tribsch	2004-07-06	2004-07-06				SRX1039107	Seq37	Illumina HiSeq 2000	ILLUMINA	66.9	58.55	66.9 N 58.55 E	WGS	GENOMIC	RANDOM	Seq37	PAIRED			SRR2040805	Seq37_files	SAMN03703478	Apetraeaseptentrionalis2	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petraea subsp. septentrionalis	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petraea subsp. septentrionalis		Arabidopsis petraea subsp. septentrionalis	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		864766	SRS945889	SRP058749
	SAMN03703479	Gregor mendel Institute	V. V. Petrovsky, M. P. Andreyev	1978-08-03	1978-08-03				SRX1039108	Seq38	Illumina HiSeq 2000	ILLUMINA	68.8	160.3	68.8 N 160.3 E	WGS	GENOMIC	RANDOM	Seq38	PAIRED			SRR2040806	Seq38_files	SAMN03703479	Apetraeaumbrosa2	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petraea subsp. umbrosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petraea subsp. umbrosa		Arabidopsis petraea subsp. umbrosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		864768	SRS945887	SRP058749
	SAMN03703480	Gregor mendel Institute	R. Schmickl, G. Muir	1905-07-04	1905-07-04				SRX1039109	Seq39	Illumina HiSeq 2000	ILLUMINA	48.58	18.88	48.58 N 18.88 E	WGS	GENOMIC	RANDOM	Seq39	PAIRED			SRR2040807	Seq39_files	SAMN03703480	Apetrogenapetrogena1	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petrogena	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petrogena		Arabidopsis petrogena	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			302551	SRS945886	SRP058749
	SAMN03703481	Gregor mendel Institute	F. Kolar, E. Zaveska	2011-05-11	2011-05-11				SRX1039110	Seq40	Illumina HiSeq 2000	ILLUMINA	48.73	18.36	48.73 N 18.36 E	WGS	GENOMIC	RANDOM	Seq40	PAIRED			SRR2040808	Seq40_files	SAMN03703481	Apetrogenapetrogena2	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petrogena	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petrogena		Arabidopsis petrogena	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			302551	SRS945888	SRP058749
	SAMN03703482	Gregor mendel Institute	F. Kolar	2012-04-15	2012-04-15				SRX1039111	Seq41	Illumina HiSeq 2000	ILLUMINA	47.87	20.03	47.87 N 20.03 E	WGS	GENOMIC	RANDOM	Seq41	PAIRED			SRR2040809	Seq41_files	SAMN03703482	Apetrogenapetrogena3	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petrogena	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petrogena		Arabidopsis petrogena	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			302551	SRS945885	SRP058749
	SAMN03703483	Gregor mendel Institute	Masahiko Sato	2013-06-13	2013-06-13				SRX1039112	Seq42	Illumina HiSeq 2000	ILLUMINA	45.18	141.25	45.18 N 141.25 E	WGS	GENOMIC	RANDOM	Seq42	PAIRED			SRR2040810	Seq42_files	SAMN03703483	Aumezawana1	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis umezawana	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis umezawana		Arabidopsis umezawana	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			1547872	SRS945884	SRP058749
	SAMN03703484	Gregor mendel Institute	C. N. Schroder	2011-06-25	2011-06-25				SRX1039113	Seq43	Illumina HiSeq 2000	ILLUMINA	54.48	13.51	54.48 N 13.51 E	WGS	GENOMIC	RANDOM	Seq43	PAIRED			SRR2040811	Seq43_files	SAMN03703484	Aarenosaarenosa2	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945882	SRP058749
	SAMN03703485	Gregor mendel Institute	R. Schmickl	2011-07-26	2011-07-26				SRX1039114	Seq44	Illumina HiSeq 2000	ILLUMINA	49.25	6.833	49.25 N 6.833 E	WGS	GENOMIC	RANDOM	Seq44	PAIRED			SRR2040812	Seq44_files	SAMN03703485	Aarenosaarenosa3	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945881	SRP058749
	SAMN03703486	Gregor mendel Institute							SRX1039115	Seq45	Illumina HiSeq 2000	ILLUMINA	62.6	18.03	62.6 N 18.03 E	WGS	GENOMIC	RANDOM	Seq45	PAIRED			SRR2040813	Seq45_files	SAMN03703486	Aarenosaarenosa4	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945879	SRP058749
	SAMN03703487	Gregor mendel Institute							SRX1039116	Seq46	Illumina HiSeq 2000	ILLUMINA	62.6	18.03	62.6 N 18.03 E	WGS	GENOMIC	RANDOM	Seq46	PAIRED			SRR2040814	Seq46_files	SAMN03703487	Aarenosaarenosa5	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945880	SRP058749
	SAMN03703488	Gregor mendel Institute							SRX1039117	Seq47	Illumina HiSeq 2000	ILLUMINA	62.6	18.03	62.6 N 18.03 E	WGS	GENOMIC	RANDOM	Seq47	PAIRED			SRR2040815	Seq47_files	SAMN03703488	Aarenosaarenosa6	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945878	SRP058749
	SAMN03703489	Gregor mendel Institute							SRX1039118	Seq48	Illumina HiSeq 2000	ILLUMINA	62.6	18.03	62.6 N 18.03 E	WGS	GENOMIC	RANDOM	Seq48	PAIRED			SRR2040816	Seq48_files	SAMN03703489	Aarenosaarenosa7	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945877	SRP058749
	SAMN03703490	Gregor mendel Institute							SRX1039119	Seq49	Illumina HiSeq 2000	ILLUMINA	62.6	18.03	62.6 N 18.03 E	WGS	GENOMIC	RANDOM	Seq49	PAIRED			SRR2040817	Seq49_files	SAMN03703490	Aarenosaarenosa8	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945883	SRP058749
	SAMN03703491	Gregor mendel Institute							SRX1039120	Seq50	Illumina HiSeq 2000	ILLUMINA	62.6	18.03	62.6 N 18.03 E	WGS	GENOMIC	RANDOM	Seq50	PAIRED			SRR2040818	Seq50_files	SAMN03703491	Aarenosaarenosa9	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945876	SRP058749
	SAMN03703492	Gregor mendel Institute	R. Schmickl						SRX1039121	Seq51	Illumina HiSeq 2000	ILLUMINA	48.25	9.44	48.25 N 9.44 E	WGS	GENOMIC	RANDOM	Seq51	PAIRED			SRR2040819	Seq51_files	SAMN03703492	Aarenosaborbasii1	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945860	SRP058749
	SAMN03703493	Gregor mendel Institute	R. Schmickl	2011-05-26	2011-05-26				SRX1039122	Seq52	Illumina HiSeq 2000	ILLUMINA	48.94	15.62	48.94 N 15.62 E	WGS	GENOMIC	RANDOM	Seq52	PAIRED			SRR2040820	Seq52_files	SAMN03703493	Aarenosaborbasii2	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945874	SRP058749
	SAMN03703494	Gregor mendel Institute	N. Hohmann	2011-08-16	2011-08-16				SRX1039123	Seq53	Illumina HiSeq 2000	ILLUMINA	47.54	14.9	47.54 N 14.9 E	WGS	GENOMIC	RANDOM	Seq53	PAIRED			SRR2040821	Seq53_files	SAMN03703494	Aarenosaborbasii3	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945875	SRP058749
	SAMN03703495	Gregor mendel Institute	N. Hohmann	2011-08-16	2011-08-16				SRX1039124	Seq54	Illumina HiSeq 2000	ILLUMINA	47.5	15.05	47.5 N 15.05 E	WGS	GENOMIC	RANDOM	Seq54	PAIRED			SRR2040822	Seq54_files	SAMN03703495	Aarenosaborbasii4	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945873	SRP058749
	SAMN03703496	Gregor mendel Institute	R. Schmickl, G. Muir	2012-04-16	2012-04-16				SRX1039125	Seq55	Illumina HiSeq 2000	ILLUMINA	48.54	15.69	48.54 N 15.69 E	WGS	GENOMIC	RANDOM	Seq55	PAIRED			SRR2040823	Seq55_files	SAMN03703496	Aarenosaborbasii5	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945872	SRP058749
	SAMN03703497	Gregor mendel Institute	R. Schmickl, G. Muir	2012-04-17	2012-04-17				SRX1039126	Seq56	Illumina HiSeq 2000	ILLUMINA	47.79	15.35	47.79 N 15.35 E	WGS	GENOMIC	RANDOM	Seq56	PAIRED			SRR2040824	Seq56_files	SAMN03703497	Aarenosaborbasii6	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945870	SRP058749
	SAMN03703498	Gregor mendel Institute	M. A. Koch	2012-06-20	2012-06-20				SRX1039127	Seq57	Illumina HiSeq 2000	ILLUMINA	47.36	14.68	47.36 N 14.68 E	WGS	GENOMIC	RANDOM	Seq57	PAIRED			SRR2040825	Seq57_files	SAMN03703498	Aarenosaintermedia1	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis arenosa		Arabidopsis arenosa	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			38785	SRS945871	SRP058749
	SAMN03703499	Gregor mendel Institute	M. A. Koch	2012-06-28	2012-06-28				SRX1039128	Seq58	Illumina HiSeq 2000	ILLUMINA	48.07	16.26	48.07 N 16.26 E	WGS	GENOMIC	RANDOM	Seq58	PAIRED			SRR2040826	Seq58_files	SAMN03703499	Alyratapetraea13	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945869	SRP058749
	SAMN03703500	Gregor mendel Institute	R. Schmickl, G. Muir	2012-04-17	2012-04-17				SRX1039129	Seq59	Illumina HiSeq 2000	ILLUMINA	47.98	15.56	47.98 N 15.56 E	WGS	GENOMIC	RANDOM	Seq59	PAIRED			SRR2040827	Seq59_files	SAMN03703500	Alyratapetraea14	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945868	SRP058749
	SAMN03703501	Gregor mendel Institute	R. Schmickl, G. Muir	2012-04-16	2012-04-16				SRX1039130	Seq60	Illumina HiSeq 2000	ILLUMINA	48.23	15.34	48.23 N 15.34 E	WGS	GENOMIC	RANDOM	Seq60	PAIRED			SRR2040828	Seq60_files	SAMN03703501	Alyratapetraea15	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945861	SRP058749
	SAMN03703502	Gregor mendel Institute	R. Schmickl, G. Muir	2012-04-17	2012-04-17				SRX1039131	Seq61	Illumina HiSeq 2000	ILLUMINA	47.87	15.61	47.87 N 15.61 E	WGS	GENOMIC	RANDOM	Seq61	PAIRED			SRR2040829	Seq61_files	SAMN03703502	Alyratapetraea16	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945867	SRP058749
	SAMN03703503	Gregor mendel Institute	R. Schmickl, G. Muir	1905-07-04	1905-07-04				SRX1039132	Seq62	Illumina HiSeq 2000	ILLUMINA	48.39	15.48	48.39 N 15.48 E	WGS	GENOMIC	RANDOM	Seq62	PAIRED			SRR2040830	Seq62_files	SAMN03703503	Alyratapetraea17	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis lyrata subsp. petraea		Arabidopsis lyrata subsp. petraea	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads	petraea		59691	SRS945866	SRP058749
	SAMN03703504	Gregor mendel Institute	M. Kolnik, K. Marhold	2012-08-02	2012-08-02				SRX1039133	Seq63	Illumina HiSeq 2000	ILLUMINA	48.94	19.63	48.94 N 19.63 E	WGS	GENOMIC	RANDOM	Seq63	PAIRED			SRR2040831	Seq63_files	SAMN03703504	Aneglectarobusta1	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis neglecta	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis neglecta		Arabidopsis neglecta	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			45251	SRS945864	SRP058749
	SAMN03703505	Gregor mendel Institute	F. Kolar, E. Zaveska, S. spaniel	2012-07-31	2012-07-31				SRX1039134	Seq64	Illumina HiSeq 2000	ILLUMINA	49.2	19.74	49.2 N 19.74 E	WGS	GENOMIC	RANDOM	Seq64	PAIRED			SRR2040832	Seq64_files	SAMN03703505	Aneglectarobusta2	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis neglecta	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis neglecta		Arabidopsis neglecta	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			45251	SRS945865	SRP058749
	SAMN03703506	Gregor mendel Institute	R. Schmickl, G. Muir	1905-07-04	1905-07-04				SRX1039135	Seq65	Illumina HiSeq 2000	ILLUMINA	48.65	18.74	48.65 N 18.74 E	WGS	GENOMIC	RANDOM	Seq65	PAIRED			SRR2040833	Seq65_files	SAMN03703506	Apetrogenaexoleta1	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petrogena	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petrogena		Arabidopsis petrogena	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			302551	SRS945863	SRP058749
	SAMN03703507	Gregor mendel Institute	G. Fuxova	2012-06-26	2012-06-26				SRX1039136	Seq66	Illumina HiSeq 2000	ILLUMINA	46.56	23.67	46.56 N 23.67 E	WGS	GENOMIC	RANDOM	Seq66	PAIRED			SRR2040834	Seq66_files	SAMN03703507	Apetrogenaexoleta2	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petrogena	This sample has been submitted by pda|polina_novikova on 2016-05-09; Arabidopsis petrogena		Arabidopsis petrogena	PRJNA284572	PRJNA284572	Arabidopsis Raw sequence reads			302551	SRS945862	SRP058749
