Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Tissue
SRR1945576,not applicable,WGS,200,3548000600,PRJNA273563,SAMN03326420,Plant,2473558418,MPI-DB,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,5757,SRX972259,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,5757,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5757,SRP056687,leaf
SRR1945577,not applicable,WGS,200,5257880000,PRJNA273563,SAMN03326421,Plant,3738587793,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,5768,SRX972260,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,5768,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5768,SRP056687,leaf
SRR1945578,not applicable,WGS,200,5497731800,PRJNA273563,SAMN03326422,Plant,3910063900,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,5772,SRX972261,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,5772,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5772,SRP056687,leaf
SRR1945579,not applicable,WGS,195,9965059947,PRJNA273563,SAMN03326423,Plant,7684623496,MPI-DB,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,5776,SRX972262,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,5776,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5776,SRP056687,leaf/rosette
SRR1945580,not applicable,WGS,200,4243665400,PRJNA273563,SAMN03326424,Plant,3023496241,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,5779,SRX972263,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,5779,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5779,SRP056687,leaf
SRR1945581,not applicable,WGS,200,4000532400,PRJNA273563,SAMN03326425,Plant,2848300386,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,5784,SRX972264,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,5784,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5784,SRP056687,leaf
SRR1945582,not applicable,WGS,195,8023701804,PRJNA273563,SAMN03326426,Plant,6190096955,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,5798,SRX972265,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,5798,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5798,SRP056687,leaf/rosette
SRR1945583,not applicable,WGS,200,4987991800,PRJNA273563,SAMN03326427,Plant,3558798114,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,5800,SRX972266,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,5800,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5800,SRP056687,leaf
SRR1945584,not applicable,WGS,200,4806455600,PRJNA273563,SAMN03326428,Plant,3415753735,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,5811,SRX972267,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,5811,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5811,SRP056687,leaf
SRR1945585,not applicable,WGS,200,1745402600,PRJNA273563,SAMN03326429,Plant,1218247445,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,5822,SRX972268,United Kingdom,Europe,United Kingdom,Illumina HiSeq 2000,5822,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5822,SRP056687,leaf
SRR1945586,not applicable,WGS,152,3829681192,PRJNA273563,SAMN03326430,Plant,2230322238,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,5830,SRX972269,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,5830,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5830,SRP056687,root
SRR1945587,not applicable,WGS,152,4913904944,PRJNA273563,SAMN03326431,Plant,2340985034,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,5831,SRX972270,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,5831,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5831,SRP056687,root
SRR1945588,not applicable,WGS,152,5550026008,PRJNA273563,SAMN03326432,Plant,3192752805,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,5832,SRX972271,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,5832,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5832,SRP056687,root
SRR1945589,not applicable,WGS,200,7545892800,PRJNA273563,SAMN03326433,Plant,6007458506,MPI-DB,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,5836,SRX972272,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,5836,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5836,SRP056687,root
SRR1945590,not applicable,WGS,202,2257684310,PRJNA273563,SAMN03326434,Plant,1563991966,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,5837,SRX972273,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,5837,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5837,SRP056687,leaf
SRR1945591,not applicable,WGS,152,3113006968,PRJNA273563,SAMN03326435,Plant,1568637444,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,5856,SRX972274,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,5856,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5856,SRP056687,root
SRR1945592,not applicable,WGS,200,5098568200,PRJNA273563,SAMN03326436,Plant,2711177081,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,5860,SRX972275,Sweden,Europe,Sweden,Illumina HiSeq 2000,5860,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5860,SRP056687,root
SRR1945593,not applicable,WGS,200,17494290200,PRJNA273563,SAMN03326437,Plant,10536412014,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,5865,SRX972276,Sweden,Europe,Sweden,Illumina HiSeq 2000,5865,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5865,SRP056687,root
SRR1945594,not applicable,WGS,152,5188597824,PRJNA273563,SAMN03326438,Plant,3262997753,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,5867,SRX972277,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,5867,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5867,SRP056687,root
SRR1945595,not applicable,WGS,200,3900172200,PRJNA273563,SAMN03326439,Plant,2788697534,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,5874,SRX972278,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,5874,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5874,SRP056687,leaf
SRR1945596,not applicable,WGS,200,3733961600,PRJNA273563,SAMN03326440,Plant,2657927509,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,5890,SRX972279,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,5890,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5890,SRP056687,leaf
SRR1945597,not applicable,WGS,200,4673489400,PRJNA273563,SAMN03326441,Plant,3316469567,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,5893,SRX972280,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,5893,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5893,SRP056687,leaf
SRR1945598,not applicable,WGS,200,4367186600,PRJNA273563,SAMN03326442,Plant,3112295281,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,5907,SRX972281,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,5907,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5907,SRP056687,leaf
SRR1945599,not applicable,WGS,200,3938966800,PRJNA273563,SAMN03326443,Plant,2839179127,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,5921,SRX972282,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,5921,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5921,SRP056687,leaf
SRR1945600,not applicable,WGS,200,7565204600,PRJNA273563,SAMN03326444,Plant,5434039799,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,5950,SRX972283,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,5950,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5950,SRP056687,leaf
SRR1945601,not applicable,WGS,200,4721759200,PRJNA273563,SAMN03326445,Plant,3397996924,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,5984,SRX972284,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,5984,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5984,SRP056687,leaf
SRR1945602,not applicable,WGS,200,2978968600,PRJNA273563,SAMN03326446,Plant,2143947183,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,5993,SRX972285,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,5993,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,5993,SRP056687,leaf
SRR1945603,not applicable,WGS,202,4884019428,PRJNA273563,SAMN03326447,Plant,3284213636,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6008,SRX972286,Czech Republic,Europe,Czech Republic,Illumina HiSeq 2000,6008,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6008,SRP056687,leaf
SRR1945604,not applicable,WGS,152,3125629048,PRJNA273563,SAMN03326448,Plant,2146198022,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6009,SRX972287,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6009,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6009,SRP056687,root
SRR1945605,not applicable,WGS,200,13209343800,PRJNA273563,SAMN03326449,Plant,7604411078,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6010,SRX972288,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6010,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6010,SRP056687,root
SRR1945606,not applicable,WGS,200,15535249400,PRJNA273563,SAMN03326450,Plant,11930408866,MPI-DB,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,6011,SRX972289,Sweden,Europe,Sweden,Illumina HiSeq 2000,6011,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6011,SRP056687,root
SRR1945607,not applicable,WGS,152,6472687744,PRJNA273563,SAMN03326451,Plant,4133602505,MPI-DB,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6012,SRX972290,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6012,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6012,SRP056687,root
SRR1945608,not applicable,WGS,152,5024561704,PRJNA273563,SAMN03326452,Plant,2282871693,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6013,SRX972291,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6013,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6013,SRP056687,root
SRR1945609,not applicable,WGS,152,2795486568,PRJNA273563,SAMN03326453,Plant,1614745395,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,6016,SRX972292,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6016,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6016,SRP056687,root
SRR1945610,not applicable,WGS,152,6656249936,PRJNA273563,SAMN03326454,Plant,4519642214,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6017,SRX972293,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6017,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6017,SRP056687,root
SRR1945611,not applicable,WGS,152,4890769024,PRJNA273563,SAMN03326455,Plant,2233900770,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,6019,SRX972294,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6019,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6019,SRP056687,root
SRR1945612,not applicable,WGS,152,4793537664,PRJNA273563,SAMN03326456,Plant,2119449054,MPI-DB,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,6020,SRX972295,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6020,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6020,SRP056687,root
SRR1945613,not applicable,WGS,152,4370105640,PRJNA273563,SAMN03326457,Plant,2518144455,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6021,SRX972296,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6021,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6021,SRP056687,root
SRR1945614,not applicable,WGS,200,17839279400,PRJNA273563,SAMN03326458,Plant,13654962298,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6022,SRX972297,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6022,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6022,SRP056687,root
SRR1945615,not applicable,WGS,152,3948873664,PRJNA273563,SAMN03326459,Plant,2234518243,MPI-DB,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,6023,SRX972298,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6023,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6023,SRP056687,root
SRR1945616,not applicable,WGS,152,4767243792,PRJNA273563,SAMN03326460,Plant,2091302920,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,6024,SRX972299,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6024,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6024,SRP056687,root
SRR1945617,not applicable,WGS,152,3926683184,PRJNA273563,SAMN03326461,Plant,2167606572,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6025,SRX972300,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6025,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6025,SRP056687,root
SRR1945618,not applicable,WGS,152,2732757232,PRJNA273563,SAMN03326462,Plant,1424746977,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6030,SRX972301,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6030,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6030,SRP056687,root
SRR1945619,not applicable,WGS,152,4747625000,PRJNA273563,SAMN03326463,Plant,2926280142,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,6034,SRX972302,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6034,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6034,SRP056687,root
SRR1945620,not applicable,WGS,152,2194570072,PRJNA273563,SAMN03326464,Plant,1072465311,MPI-DB,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,6035,SRX972303,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6035,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6035,SRP056687,root
SRR1945621,not applicable,WGS,152,2414617584,PRJNA273563,SAMN03326465,Plant,1429980976,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,6036,SRX972304,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6036,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6036,SRP056687,root
SRR1945622,not applicable,WGS,152,5532067512,PRJNA273563,SAMN03326466,Plant,3392123417,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6038,SRX972305,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6038,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6038,SRP056687,root
SRR1945623,not applicable,WGS,152,4138802984,PRJNA273563,SAMN03326467,Plant,1830448533,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6039,SRX972306,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6039,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6039,SRP056687,root
SRR1945624,not applicable,WGS,152,3086535712,PRJNA273563,SAMN03326468,Plant,2105354577,MPI-DB,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,6040,SRX972307,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6040,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6040,SRP056687,root
SRR1945625,not applicable,WGS,152,6065394168,PRJNA273563,SAMN03326469,Plant,3815120902,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,6041,SRX972308,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6041,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6041,SRP056687,root
SRR1945626,not applicable,WGS,220,4981981840,PRJNA273563,SAMN03326470,Plant,3438919520,MPI-DB,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,6042,SRX972309,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6042,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6042,SRP056687,root
SRR1945627,not applicable,WGS,144,2768263344,PRJNA273563,SAMN03326471,Plant,1962486566,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6043,SRX972310,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6043,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6043,SRP056687,root
SRR1945628,not applicable,WGS,152,2714967152,PRJNA273563,SAMN03326472,Plant,1542742019,MPI-DB,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,6046,SRX972311,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6046,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6046,SRP056687,root
SRR1945629,not applicable,WGS,152,2618739600,PRJNA273563,SAMN03326473,Plant,1498531404,MPI-DB,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,6064,SRX972312,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6064,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6064,SRP056687,root
SRR1945630,not applicable,WGS,152,4936133728,PRJNA273563,SAMN03326474,Plant,2365162814,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,6069,SRX972313,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6069,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6069,SRP056687,root
SRR1945631,not applicable,WGS,152,4623693624,PRJNA273563,SAMN03326475,Plant,2787327310,MPI-DB,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,6070,SRX972314,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6070,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6070,SRP056687,root
SRR1945632,not applicable,WGS,152,3848880616,PRJNA273563,SAMN03326476,Plant,2236549112,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6071,SRX972315,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6071,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6071,SRP056687,root
SRR1945633,not applicable,WGS,152,6281314728,PRJNA273563,SAMN03326477,Plant,4010250090,MPI-DB,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6073,SRX972316,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6073,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6073,SRP056687,root
SRR1945634,not applicable,WGS,152,3398463120,PRJNA273563,SAMN03326478,Plant,2358534298,MPI-DB,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,6074,SRX972317,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6074,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6074,SRP056687,root
SRR1945635,not applicable,WGS,152,5435653000,PRJNA273563,SAMN03326479,Plant,3469010561,MPI-DB,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,6076,SRX972318,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6076,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6076,SRP056687,root
SRR1945636,not applicable,WGS,200,3173782800,PRJNA273563,SAMN03326480,Plant,1891949014,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6077,SRX972319,Sweden,Europe,Sweden,Illumina HiSeq 2000,6077,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6077,SRP056687,root
SRR1945637,not applicable,WGS,152,6613823848,PRJNA273563,SAMN03326481,Plant,4245309289,MPI-DB,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6085,SRX972320,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6085,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6085,SRP056687,root
SRR1945638,not applicable,WGS,152,5680683536,PRJNA273563,SAMN03326482,Plant,3631665244,MPI-DB,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,6086,SRX972321,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6086,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6086,SRP056687,root
SRR1945639,not applicable,WGS,200,10500569400,PRJNA273563,SAMN03326483,Plant,5933016472,MPI-DB,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,6087,SRX972322,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6087,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6087,SRP056687,root
SRR1945640,not applicable,WGS,152,4374755776,PRJNA273563,SAMN03326484,Plant,2597559105,MPI-DB,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,6088,SRX972323,Sweden,Europe,Sweden,Illumina Genome Analyzer IIx,6088,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2016-05-06T00:00:00Z,6088,SRP056687,root
